346	321
365	329
383	328
403	328
415	321
430	321
455	327
476	329
493	328
508	325
527	329
549	322
566	321
587	321
606	321
623	324
636	323
661	324
675	327
693	326
715	327
727	323
751	318
772	329
791	319
810	326
827	326
846	320
857	324
876	325
903	325
914	325
935	327
954	325
967	319
990	319
5	337
25	343
42	347
66	345
82	345
101	346
122	339
140	337
160	337
176	341
194	345
217	346
227	337
250	340
267	347
292	345
303	345
324	346
347	339
359	346
384	342
394	342
413	338
431	338
448	341
470	342
491	345
509	344
529	340
549	338
561	346
581	345
605	343
625	344
639	345
653	340
670	346
698	337
714	348
735	345
745	337
772	338
786	346
802	339
822	343
843	339
856	345
877	342
893	339
914	343
931	343
957	341
970	344
992	342
13	360
29	361
44	366
67	363
87	356
98	361
120	361
138	359
160	359
179	359
197	362
217	362
230	356
254	359
265	363
287	357
306	366
326	363
342	364
360	362
382	359
396	358
415	362
430	363
448	364
476	361
492	355
511	356
529	358
546	362
568	366
586	356
607	362
625	358
640	363
660	362
680	357
698	360
709	361
733	358
747	363
770	356
784	363
803	361
818	360
838	360
856	365
880	360
897	363
918	363
938	357
950	358
974	359
986	363
6	376
22	375
51	378
67	383
81	381
100	375
125	379
141	379
158	375
172	384
198	378
209	376
232	379
254	379
273	384
292	377
304	380
321	374
342	384
365	381
382	376
396	383
414	377
432	375
454	376
475	374
491	383
507	381
533	374
549	379
569	380
586	382
597	374
615	382
636	384
659	383
670	383
696	384
717	374
727	383
746	379
767	381
787	383
800	375
825	381
847	376
865	384
877	377
893	384
913	377
930	380
959	377
971	382
993	384
4	399
23	396
44	394
62	396
82	395
101	403
122	403
136	396
161	392
180	400
196	400
217	400
232	399
248	399
270	402
286	399
304	400
325	397
338	396
362	401
374	399
398	392
420	393
439	395
449	400
476	403
495	400
514	393
526	396
546	398
569	400
583	397
602	401
621	401
641	395
661	402
671	394
696	396
709	399
733	401
752	396
771	400
789	400
808	400
824	396
847	396
857	399
881	402
897	398
917	400
936	393
958	399
967	394
991	400
7	417
23	414
50	417
59	413
84	413
97	420
115	419
140	413
162	415
180	414
196	413
209	412
228	416
252	417
271	411
288	418
302	411
329	412
339	413
363	415
383	411
402	416
418	418
430	420
458	415
468	417
494	420
514	414
523	413
544	418
564	413
582	421
599	411
621	411
636	421
654	416
676	418
693	421
709	413
735	416
750	415
764	414
786	413
802	419
820	420
837	419
856	416
880	416
892	420
915	421
932	417
949	412
970	416
988	417
13	439
22	438
50	436
66	439
87	431
102	432
124	435
141	437
155	435
176	437
193	429
208	436
227	433
246	432
264	434
291	436
305	439
329	433
344	434
362	434
383	431
403	433
414	438
437	439
452	435
468	435
496	436
509	432
529	432
545	437
567	436
588	432
600	432
615	436
641	435
661	433
671	439
690	433
714	429
736	433
750	432
774	436
785	436
810	433
827	431
845	437
866	440
878	440
896	435
916	437
938	437
957	431
974	430
990	432
5	454
29	453
49	451
59	449
80	449
106	452
123	448
141	457
157	459
180	458
199	449
214	454
235	458
249	451
271	452
291	458
309	449
319	451
338	452
357	453
384	457
395	451
419	459
439	452
452	459
472	457
489	456
510	451
531	453
545	455
566	453
581	454
601	452
616	456
642	453
661	452
678	448
690	448
711	455
727	455
748	453
763	453
785	458
808	449
825	454
842	454
856	452
875	456
903	452
916	458
932	448
950	453
977	448
985	453
5	470
24	477
46	468
60	477
84	469
96	470
125	470
141	473
161	469
181	471
199	466
215	475
227	471
246	467
266	476
281	477
300	476
322	471
341	474
365	470
380	468
401	477
420	473
430	468
456	473
469	476
490	471
508	467
525	470
541	474
567	471
587	468
600	473
618	468
636	472
662	467
677	472
693	475
708	477
732	467
744	477
765	473
789	471
804	472
819	477
841	467
858	473
879	471
893	471
913	467
939	475
951	472
977	473
994	474
11	493
25	489
42	487
63	485
78	485
106	490
123	494
138	488
159	487
173	488
192	486
217	495
235	495
246	494
266	490
286	491
307	485
321	492
346	492
360	487
374	487
396	489
413	491
440	489
449	491
477	486
489	492
507	493
527	493
545	488
569	489
586	494
596	490
616	494
633	486
656	493
679	490
689	485
713	496
734	489
753	489
767	492
788	487
807	493
822	495
839	491
864	490
877	486
899	487
916	495
932	488
953	495
974	489
994	489
10	507
23	507
46	504
65	514
83	506
105	509
117	507
142	506
158	508
178	513
196	511
211	513
235	510
246	508
264	513
286	503
309	505
322	507
341	514
366	504
380	513
400	504
412	504
430	505
449	503
475	504
493	513
510	505
522	511
542	509
567	504
579	510
597	509
620	510
643	513
662	512
680	508
691	513
709	511
732	506
748	511
772	505
784	514
805	510
825	511
847	510
865	514
874	513
902	513
921	505
937	508
949	505
967	506
995	507
14	531
28	532
51	530
67	527
86	528
99	524
116	527
136	530
161	525
176	522
197	523
216	525
229	522
245	523
264	524
291	528
307	532
327	529
337	530
366	524
375	527
393	527
421	529
433	527
458	532
470	530
493	522
503	531
523	529
545	527
563	531
582	527
599	524
624	526
643	527
655	528
671	529
699	523
709	525
727	523
753	531
765	523
783	526
801	531
825	531
843	524
864	528
875	523
893	529
915	531
936	528
948	531
971	526
996	530
13	548
26	548
44	541
59	547
80	543
97	541
116	546
142	551
162	549
179	548
199	551
210	543
234	544
246	546
264	551
291	550
309	545
328	546
345	550
357	546
374	543
396	550
419	551
434	550
459	547
471	543
495	548
511	541
527	547
543	541
563	549
579	541
598	545
622	547
634	547
662	551
676	545
698	547
717	542
732	544
746	550
773	547
786	550
806	542
827	549
841	543
858	548
883	545
900	551
919	551
931	542
954	549
969	541
987	551
5	562
30	565
46	561
66	563
79	568
107	562
115	560
142	569
157	567
172	562
197	560
212	569
232	569
252	563
263	563
288	569
310	564
325	562
343	562
357	561
382	569
401	559
422	563
430	566
458	561
472	568
493	569
508	559
523	561
547	568
565	560
586	561
604	561
616	564
636	568
654	564
671	562
693	562
708	567
736	559
748	569
768	565
786	561
807	566
827	569
839	564
862	567
877	560
895	564
918	566
935	564
958	562
972	564
994	561
11	583
23	585
50	578
67	584
86	578
104	584
124	578
143	580
155	587
178	583
199	578
213	587
229	582
249	582
269	578
288	577
309	580
320	579
340	579
365	579
377	588
400	580
421	585
436	584
451	580
468	578
490	578
509	586
523	586
548	585
561	582
583	585
606	586
617	583
633	584
657	586
676	579
696	585
709	585
731	587
753	585
771	580
791	583
807	584
825	578
837	582
861	585
882	583
901	585
919	588
934	581
950	588
972	583
991	577
4	604
29	605
42	598
65	606
88	606
106	606
124	600
133	598
159	602
177	606
199	596
218	596
227	598
248	598
263	605
281	598
300	606
329	606
346	605
361	605
384	602
400	605
412	605
435	600
459	598
475	603
489	603
512	601
531	597
541	601
565	607
588	604
606	604
618	596
635	606
660	598
674	606
689	596
710	597
727	597
751	604
772	597
785	600
805	600
819	602
847	605
864	600
884	602
902	598
921	596
930	597
959	602
976	605
988	606
8	618
31	622
44	622
62	618
87	620
99	621
120	620
142	623
154	618
171	619
189	623
209	624
228	617
252	615
264	615
287	615
301	619
320	616
337	619
355	617
376	620
396	620
419	618
436	619
456	617
472	621
494	619
506	620
527	620
546	621
565	618
581	617
596	624
618	624
640	618
655	619
674	625
694	621
713	621
731	624
749	623
767	619
787	620
806	615
828	621
847	621
863	619
884	622
894	615
914	620
930	624
955	617
970	618
986	621
14	635
33	640
42	640
68	641
87	634
100	642
117	644
137	641
157	644
173	642
196	640
211	638
232	633
252	639
271	635
283	633
310	643
325	638
344	636
358	636
383	633
394	642
412	637
437	636
457	636
475	641
488	638
509	638
525	638
540	643
559	639
581	641
603	642
625	637
634	642
655	634
676	635
697	635
710	643
735	634
754	636
766	637
784	634
807	640
828	639
837	634
858	640
884	641
897	635
918	637
933	641
950	642
970	641
995	640
10	652
24	658
41	653
66	660
81	659
102	654
123	662
142	656
152	662
180	659
192	660
212	658
230	661
254	653
264	652
289	657
308	658
328	658
347	655
362	661
375	657
401	654
420	654
429	659
448	661
474	654
493	659
512	653
523	651
549	654
568	662
583	658
602	660
617	661
639	653
651	657
670	654
696	655
716	652
726	654
745	659
763	652
791	662
810	652
827	658
839	661
856	659
881	659
900	657
918	662
934	662
951	661
968	657
992	656
8	674
23	678
43	680
68	671
83	679
106	676
125	675
137	676
154	678
172	673
196	673
210	671
231	680
247	671
271	673
289	676
304	675
320	676
345	670
360	673
384	681
403	680
411	672
440	672
452	680
469	676
487	680
511	674
527	674
545	673
568	671
577	675
605	670
616	676
638	674
662	674
679	681
693	673
708	678
735	671
745	673
772	674
784	672
802	680
828	681
842	679
865	675
875	674
902	675
915	680
930	675
953	676
973	670
985	673
3	699
24	698
44	693
59	689
84	694
104	698
118	699
139	690
161	695
171	694
190	694
217	699
233	690
246	693
273	695
287	698
308	689
329	691
343	699
356	690
377	697
401	696
413	689
431	694
448	699
468	698
486	689
513	695
522	689
548	689
569	699
583	693
599	697
616	696
634	690
662	694
675	697
690	692
708	694
736	697
747	691
768	691
788	689
809	694
822	691
847	699
859	695
884	690
893	698
920	689
933	694
957	689
976	694
992	693
9	716
32	711
40	709
67	713
88	714
97	712
123	716
141	717
157	709
174	711
192	710
211	709
226	708
253	713
266	709
284	707
308	709
326	707
347	717
362	716
378	716
403	710
421	714
436	707
450	712
477	714
486	712
509	711
522	710
542	716
567	712
581	712
598	717
625	717
635	716
654	716
679	716
698	712
710	708
727	715
754	718
773	711
782	715
801	716
824	712
847	712
862	708
875	708
903	717
915	707
930	707
950	717
971	712
992	709
9	732
33	730
48	729
66	727
83	729
105	732
123	731
135	731
161	734
172	727
192	733
209	736
229	728
255	727
264	725
284	731
301	735
328	731
342	727
360	732
379	730
397	735
412	729
431	736
455	731
472	731
485	729
506	736
524	732
551	734
561	731
579	732
600	736
618	736
640	729
654	726
677	729
691	734
712	731
726	735
755	730
766	731
781	733
809	736
820	727
847	729
862	734
876	736
899	735
921	731
936	727
957	735
969	732
992	728
11	747
23	753
47	748
65	751
80	752
106	750
116	749
134	746
152	747
177	750
195	752
216	749
236	744
253	754
269	745
286	753
302	753
324	751
339	749
356	751
378	744
398	749
416	745
430	750
456	749
472	751
491	752
511	755
532	747
545	745
568	752
579	749
597	749
616	746
640	749
652	752
675	749
692	751
716	746
731	752
754	748
766	748
784	755
802	752
829	747
842	747
857	746
876	748
895	754
911	745
933	748
956	750
973	745
988	755
11	773
26	768
47	765
68	763
79	768
98	765
125	767
138	772
154	767
173	772
193	763
217	766
233	771
244	764
269	766
285	765
304	766
325	765
346	768
362	765
379	764
401	771
420	763
433	770
448	768
476	767
492	771
510	765
529	766
546	770
570	767
587	768
605	773
625	773
636	771
658	763
673	773
694	764
713	769
735	772
753	763
765	769
785	765
806	770
825	765
846	766
863	765
875	764
902	762
914	772
937	773
950	769
975	763
990	773
11	787
30	781
49	790
66	787
80	786
103	789
118	783
135	789
153	792
172	785
189	782
215	787
232	789
248	791
266	784
285	783
301	785
324	782
342	787
360	782
379	783
400	789
413	783
437	782
451	791
476	784
493	785
509	786
525	782
543	781
560	790
578	785
599	781
615	784
635	783
656	788
680	782
695	792
716	784
731	787
746	786
773	786
785	782
806	781
824	789
840	785
865	786
874	788
900	782
920	789
930	792
955	786
975	789
990	790
13	808
25	802
46	807
66	808
82	807
104	810
122	803
140	803
155	809
172	810
199	803
213	804
234	801
248	806
271	808
285	802
306	806
327	809
337	803
366	806
384	800
400	804
422	808
432	805
457	808
470	809
491	809
512	800
529	804
551	802
564	810
588	809
603	802
622	801
638	808
660	803
670	808
693	801
715	806
727	809
747	802
773	806
791	809
810	805
819	805
844	804
862	809
881	810
897	800
912	805
938	809
951	805
968	806
993	806
11	822
29	821
42	827
67	826
88	828
99	819
116	819
141	821
158	819
171	828
194	819
209	822
234	821
249	821
266	826
289	822
308	822
327	824
345	827
363	828
377	828
393	827
412	821
436	829
456	824
477	820
489	821
513	826
522	822
541	822
562	828
584	829
601	825
619	829
638	825
655	828
673	826
697	821
709	827
727	828
751	827
773	828
785	819
810	823
826	829
845	823
864	822
881	827
894	822
920	824
936	820
948	819
976	827
996	821
14	839
23	837
42	838
62	840
88	841
98	842
115	847
143	841
154	837
179	847
195	841
213	841
226	844
246	848
272	843
283	838
305	838
318	845
339	844
357	843
380	843
396	839
414	844
430	846
450	839
473	837
489	848
510	843
527	843
542	842
560	839
583	844
599	846
620	837
637	840
660	839
678	844
698	840
708	840
730	846
754	838
767	837
786	845
808	839
820	847
838	842
860	846
878	848
900	846
915	842
934	839
956	845
969	847
988	837
11	856
27	858
41	862
62	866
80	856
100	864
118	857
135	862
152	865
172	866
198	863
214	866
231	862
252	857
265	856
287	860
309	860
320	862
337	865
364	860
381	861
399	859
412	865
439	858
454	864
476	865
494	858
505	861
528	864
542	864
561	865
587	857
598	864
617	865
637	863
661	858
672	862
689	863
711	862
731	863
747	857
769	866
788	859
806	858
823	859
840	860
858	857
877	865
897	861
918	864
929	857
952	858
966	858
986	858
9	875
26	880
44	883
65	874
84	876
99	880
118	874
135	884
162	874
174	881
193	876
209	879
226	880
246	878
269	874
285	877
301	878
326	879
337	883
364	879
378	877
401	875
416	883
438	881
448	875
470	878
495	877
512	883
527	874
548	883
568	884
584	879
599	878
624	883
635	883
651	877
680	879
698	874
715	877
726	877
750	878
763	874
792	876
805	874
826	877
842	882
864	876
878	883
897	883
917	879
938	881
958	885
970	882
989	883
14	902
25	897
49	893
64	896
83	901
100	897
119	895
135	899
161	897
177	901
195	903
216	893
234	894
251	897
264	898
290	896
306	894
322	899
341	894
360	896
378	897
396	899
412	903
432	896
457	895
476	898
487	898
506	897
529	902
544	893
567	896
585	902
603	894
621	895
635	901
652	903
674	898
695	895
715	903
727	902
746	896
770	896
786	899
810	895
822	894
843	898
866	895
881	893
903	898
914	894
937	901
948	896
972	902
986	896
13	921
23	913
40	919
60	911
79	915
104	911
118	915
138	916
155	919
176	919
195	914
207	911
231	917
251	914
266	920
282	920
301	912
322	911
341	912
358	920
384	921
396	914
416	920
435	921
458	914
472	914
493	919
507	920
524	920
543	917
563	919
578	914
606	914
618	917
634	914
655	915
675	916
693	917
715	914
727	913
752	917
773	915
785	911
804	915
825	914
846	916
862	919
880	917
895	917
921	922
936	920
949	913
976	916
988	911
8	931
23	930
45	930
70	937
82	929
96	940
116	935
140	929
157	936
180	936
199	940
207	938
228	937
254	932
265	935
283	933
301	932
328	931
341	936
359	938
380	939
394	936
421	932
437	933
454	936
466	935
486	933
505	933
522	936
549	933
567	931
586	934
605	929
619	937
634	940
653	930
672	937
692	940
713	933
734	938
750	939
773	932
785	936
801	938
818	938
842	932
855	930
875	931
901	930
916	931
939	932
954	937
970	935
986	933
14	949
22	956
47	951
66	958
83	953
103	949
120	959
143	955
157	957
177	949
197	948
213	950
229	952
255	953
270	958
284	952
307	948
327	948
339	950
360	951
380	949
399	955
417	955
437	953
456	951
467	955
492	951
507	948
524	956
551	955
569	949
586	956
606	950
618	954
642	954
659	956
678	950
694	953
714	949
735	958
753	957
764	956
785	948
804	948
825	955
837	949
858	954
876	951
901	957
919	952
931	958
953	949
966	948
991	956
9	968
22	968
49	969
63	968
84	968
105	975
117	976
143	973
159	974
181	968
192	971
210	974
227	969
251	976
265	973
281	968
304	972
319	968
337	971
363	975
384	968
395	967
417	967
437	976
451	972
470	975
494	976
513	968
532	976
541	975
565	977
588	974
604	971
619	970
639	967
658	971
675	977
694	976
711	969
734	969
746	969
766	967
790	971
808	968
821	969
843	969
863	969
880	975
893	968
914	976
934	968
948	974
968	976
990	970
10	995
27	992
41	992
67	994
82	990
103	990
121	991
141	987
161	988
173	988
191	992
208	988
235	991
253	991
263	990
284	990
307	990
325	993
345	992
357	994
385	994
401	986
413	992
436	993
458	988
466	993
486	994
511	994
528	988
549	994
569	991
582	988
598	995
625	986
639	994
657	985
671	996
696	989
713	986
729	990
754	986
768	991
786	988
803	989
819	994
838	989
856	995
884	992
900	993
916	994
938	986
956	993
969	995
993	985
283	839
444	282
933	449
321	401
641	250
867	478
243	175
881	218
827	71
428	100
566	541
65	545
230	19
742	657
817	168
374	970
613	324
380	324
494	368
934	637
604	918
423	26
442	712
275	749
331	29
422	28
306	852
687	742
773	898
52	913
706	663
583	473
875	896
865	918
794	557
723	458
137	791
496	648
118	39
102	517
743	993
325	788
746	346
663	761
637	638
550	595
316	20
930	940
335	950
150	545
847	357
954	774
306	963
891	515
355	39
623	734
796	535
169	713
337	794
727	529
233	103
281	156
6	127
142	116
860	555
312	168
888	557
669	386
39	551
482	782
455	147
406	598
14	816
799	780
851	217
603	540
222	621
312	743
75	798
767	178
821	774
655	799
726	455
845	239
